"Name","Location","Type","Namespace","Source"
"Yn_PSimTest","00919f30","Function","Global","User Defined"
"Yn_PreBgSetData","0091aa60","Function","Global","User Defined"
"Yn_SeaCreate","0091ade0","Function","Global","User Defined"
"rcbgGuideBattleBegin","0091ccc0","Function","Global","User Defined"
"rcbgGuideBattleEnd","0091cce0","Function","Global","User Defined"
"rcbgGuideDelete","0091cef0","Function","Global","User Defined"
"rcbgGuideNew","0091d4e0","Function","Global","User Defined"
"rcbgGuideSetDispProg","0091d560","Function","Global","User Defined"
"rcbgGuideSetModel","0091d590","Function","Global","User Defined"
"rcbgGuideSetModelFromIdMap","0091d5e0","Function","Global","User Defined"
"rcbgGuideSetModelSub","0091d880","Function","Global","User Defined"
"rcbgGuideUpdateEx","0091da80","Function","Global","User Defined"
"rcbgGuideUpdateWalk","0091ecb0","Function","Global","User Defined"
"rcCalcTex0Prm","00920050","Function","Global","User Defined"
"rcbgRestoreReg","00920250","Function","Global","User Defined"
"rcbgSetProjectionMatrixSub","009202e0","Function","Global","User Defined"
"rcbgSetReg","00920450","Function","Global","User Defined"
"rcbgSetViewMatrix","009204b0","Function","Global","User Defined"
"rcbgSceneAddObject","00920540","Function","Global","User Defined"
"rcbgSceneFini","00920870","Function","Global","User Defined"
"rcbgSceneInit","009209e0","Function","Global","User Defined"
"rcbgSceneSetMatrix","00920c00","Function","Global","User Defined"
"rcBBoxGetCenter","009213d0","Function","Global","User Defined"
"rcBBoxGetShortConvertScale","00921410","Function","Global","User Defined"
"rcBBoxInit","009214e0","Function","Global","User Defined"
"rcbgPreDummyInit","00921640","Function","Global","User Defined"
"rcbgPreFini","009216b0","Function","Global","User Defined"
"rcbgPreInit","00921770","Function","Global","User Defined"
"rcbgPreSetSceneNo","009217e0","Function","Global","User Defined"
"rcbgChkId","00921940","Function","Global","User Defined"
"rcbgFini","00921aa0","Function","Global","User Defined"
"rcbgGetId","00921b90","Function","Global","User Defined"
"rcbgInit","00921ce0","Function","Global","User Defined"
"rcbgLoad","00921d60","Function","Global","User Defined"
"rcbgFpTrxTexNew","009220c0","Function","Global","User Defined"
"rcbgTrxTexDelete","009220e0","Function","Global","User Defined"
"rcbgTrxTexDraw","00922100","Function","Global","User Defined"
"rcbgTrxTexNew","009221b0","Function","Global","User Defined"
"rcdtRsd2Load","009243c0","Function","Global","User Defined"
"rcdtRsd2New","00924750","Function","Global","User Defined"
"rcMat4fSetScale","009257f0","Function","Global","User Defined"
"rcMat4fSetTranslate","00925850","Function","Global","User Defined"
"rcMat4fSetTranslateVec3f","00925870","Function","Global","User Defined"
"_rcAlloc","009258a0","Function","Global","User Defined"
"_rcCalloc","009258b0","Function","Global","User Defined"
"_rcRealloc","009258f0","Function","Global","User Defined"
"rcPrimBatu","009259c0","Function","Global","User Defined"
"rcPrimBox","00925b60","Function","Global","User Defined"
"rcPrimCircleLine","00925ea0","Function","Global","User Defined"
"rcPrimDraw2D","00925f80","Function","Global","User Defined"
"rcPrimLine","00926c00","Function","Global","User Defined"
"rcPrimTri","009270c0","Function","Global","User Defined"
"rcPrint","00927550","Function","Global","User Defined"
"rcPacketDataCloseAdr","009275b0","Function","Global","User Defined"
"rcPacketDataDraw","00927600","Function","Global","User Defined"
"rcPacketDataInit","00927a20","Function","Global","User Defined"
"rcPacketDataOpenAdr","00927a70","Function","Global","User Defined"
"rcbgModelCreate","00927be0","Function","Global","User Defined"
"rcbgModelCreateOnePrimH","00927fa0","Function","Global","User Defined"
"rcbgModelDelete","00928000","Function","Global","User Defined"
"rcbgModelDraw","00928020","Function","Global","User Defined"
"rcbgModelFToS0","009281d0","Function","Global","User Defined"
"rcbgModelGetPrim","009282a0","Function","Global","User Defined"
"rcbgModelNew","00928320","Function","Global","User Defined"
"rcbgModelNew","009283b0","Function","Global","User Defined"
"rcbgModelProc","009283e0","Data Label","Global","User Defined"
"rcbgModelSetAlpha","00928460","Function","Global","User Defined"
"rcbgModelSetScale","00928540","Function","Global","User Defined"
"rcLog2","00929910","Function","Global","User Defined"
"rcbgPalInit","009299b0","Function","Global","User Defined"
"rcbgPalSetNo","00929ab0","Function","Global","User Defined"
"rcbgLayerFini","0092ac90","Function","Global","User Defined"
"rcbgLayerInit","0092ad20","Function","Global","User Defined"
"rcbgClipVertex","0092af60","Function","Global","User Defined"
"rcbgSetClipMatrix","0092b0d0","Function","Global","User Defined"
"rcbgSetWorldMatrix","0092b140","Function","Global","User Defined"
"rcbgUpdateMatrix","0092b160","Function","Global","User Defined"
"rcbgLayerLoad","0092b1a0","Function","Global","User Defined"
"rcbgModelLoad","0092b2f0","Function","Global","User Defined"
"rcbgPreLoad","0092b390","Function","Global","User Defined"
"rcbgSceneChkSortLayer","0092b460","Function","Global","User Defined"
"rcbgSceneLoad","0092b5e0","Function","Global","User Defined"
"rcbgSceneModelLoad","0092b6b0","Function","Global","User Defined"
"rcbgSceneTrxLoad","0092b6e0","Function","Global","User Defined"
"rcbgTrxTexLoad","0092b780","Function","Global","User Defined"
"rcdtChunkDelete","0092b7d0","Function","Global","User Defined"
"rcdtChunkFini","0092b7f0","Function","Global","User Defined"
"rcdtChunkGetBegin","0092b810","Function","Global","User Defined"
"rcdtChunkInit","0092b840","Function","Global","User Defined"
"rcdtChunkLoadFromFile","0092b880","Function","Global","User Defined"
"rcdtChunkNew","0092b900","Function","Global","User Defined"
"rcdtChunkSetBin","0092b940","Function","Global","User Defined"
"rcdtParseAdvance","0092b960","Function","Global","User Defined"
"rcdtParseAdvanceLine","0092b9b0","Function","Global","User Defined"
"rcdtParseAdvanceWord","0092ba30","Function","Global","User Defined"
"rcdtParseFini","0092ba60","Function","Global","User Defined"
"rcdtParseGetBin","0092ba90","Function","Global","User Defined"
"rcdtChunkGetEnd","0092bb90","Function","Global","User Defined"
"rcdtParseGetFloat","0092bbb0","Function","Global","User Defined"
"rcdtParseGetInt","0092bc50","Function","Global","User Defined"
"rcdtParseGetString","0092bdd0","Function","Global","User Defined"
"rcdtParseGetStringLen","0092be10","Function","Global","User Defined"
"rcdtParseGetTokenNo","0092be40","Function","Global","User Defined"
"rcdtParseIsEnd","0092bfb0","Function","Global","User Defined"
"rcdtParseNew","0092bfd0","Function","Global","User Defined"
"rcdtParseInit","0092c000","Function","Global","User Defined"
"rcdtParseSet","0092c0a0","Function","Global","User Defined"
"rcdtParseSetMode","0092c0c0","Function","Global","User Defined"
"rcdtParseSetSpace","0092c0f0","Function","Global","User Defined"
"rcbgTrxDelete","0092d450","Function","Global","User Defined"
"rcbgTrxDraw","0092d470","Function","Global","User Defined"
"rcbgTrxFini","0092d490","Function","Global","User Defined"
"rcbgTrxInit","0092d510","Function","Global","User Defined"
"rcbgTrxNew","0092d580","Function","Global","User Defined"
"rcbgTrxSetNo","0092d670","Function","Global","User Defined"
"rcbgTrxSetTag","0092d680","Function","Global","User Defined"
"rcbgAnimeFini","00930830","Function","Global","User Defined"
"rcbgAnimeInit","009308a0","Function","Global","User Defined"
"rcbgAnimeSetDataCnt","009308d0","Function","Global","User Defined"
"rcuiGetStageName","00937940","Function","Global","User Defined"
"rcuiGetStageName2","00937960","Function","Global","User Defined"
"FFXSamp0ViewScreenMatrix","0093d960","Function","Global","User Defined"
"chr_anim_win","0093e510","Function","Global","User Defined"
"__security_check_cookie","00949240","Function","Global","User Defined"
"ftol","009497e0","Function","Global","User Defined"
"MagicFile_GetHandle","009da390","Function","Global","User Defined"
"MagicFile_GetMagicId","009da3a0","Function","Global","User Defined"
"MagicFile_Unload","009da940","Function","Global","User Defined"
"MagicFile_Update","009dac40","Function","Global","User Defined"
"GetCDFileName_PC","00a429d0","Function","Global","User Defined"
"clear_read_chgname","00a42f30","Function","Global","User Defined"
"set_read_chgname","00a43220","Function","Global","User Defined"
"get_ptr32_func","00a44650","Function","Global","User Defined"
"is_ptr32_null","00a446a0","Function","Global","User Defined"
"set_ptr32","00a44700","Function","Global","User Defined"
"FFXSifCallRpc","00a44750","Function","Global","User Defined"
"FFXSifCheckStatRpc","00a44760","Function","Global","User Defined"
"sceSifDmaStat","00a44770","Function","Global","User Defined"
"MyProfilerAddMarker","00a44840","Function","Global","User Defined"
"JobScheduleWait_Ch_Cloth_PerCharacter","00a44b30","Function","Global","User Defined"
"JobScheduleWait_Ch_CalcMiddle_PerCharacter","00a44b80","Function","Global","User Defined"
"JobSchedule_Ch_CalcMiddle_Batch","00a44b90","Function","Global","User Defined"
"str_replace","00a44bd0","Function","Global","User Defined"
"eiAbmSetLang","00a54ab0","Function","Global","User Defined"
"eiAbmStart","00a54b40","Function","Global","User Defined"
"opd_heap_display_clear","00a649c0","Function","Global","User Defined"
"opd_heap_display_set","00a64b20","Function","Global","User Defined"
"opd_heap_display_set_par","00a64b60","Function","Global","User Defined"
"TOMenuExecLayerHandle","00a7b220","Function","Global","User Defined"
"TkMenuExecScene","00a7b460","Function","Global","User Defined"
"TkMenuGetParamHandle","00a7b7d0","Function","Global","User Defined"
"TkMenuGetParamOffset","00a7b8c0","Function","Global","User Defined"
"TkMenuInitSeq","00a7bb00","Function","Global","User Defined"
"TkMenuSetSceneDataAdrs","00a7c7f0","Function","Global","User Defined"
"FONT_TEXTURE_COLOR","00b5f898","Data Label","Global","User Defined"
"SHADOW_TEXTURE_COLOR","00b5f8d8","Data Label","Global","User Defined"
"GROUP_PR","00c32298","Data Label","Global","User Defined"
"ANIMATION_PR","00c3229c","Data Label","Global","User Defined"
"g_currentVFXType","00c322a2","Data Label","Global","User Defined"
"eternalCalmId","00c33460","Data Label","Global","User Defined"
"eternalCalmSize","00c3347c","Data Label","Global","User Defined"
"eternalCalmName","00c334b0","Data Label","Global","User Defined"
"tex_single","00c33608","Data Label","Global","User Defined"
"tex_multi","00c3360c","Data Label","Global","User Defined"
"tex_NeedUpdate","00c33610","Data Label","Global","User Defined"
"PC_IconFilePath","00c35028","Data Label","Global","User Defined"
"Joypad_IconFilePath","00c35068","Data Label","Global","User Defined"
"g_textUtilFileNames","00c38e08","Data Label","Global","User Defined"
"lppEnv","00c3a4c4","Data Label","Global","User Defined"
"vfxAlphaLimit","00c3a4c8","Data Label","Global","User Defined"
"g_fprim_id","00c3a4f8","Data Label","Global","User Defined"
"g_fpct","00c3a4fc","Data Label","Global","User Defined"
"pppSysProgTbl","00c3a500","Data Label","Global","User Defined"
"gMovieDrawChr","00c40e1c","Data Label","Global","User Defined"
"g_encounter_level","00c421c8","Data Label","Global","User Defined"
"gLoadingPhyreCharacterData","00c421cc","Data Label","Global","User Defined"
"ms_rand_seed_normal","00c421f0","Data Label","Global","User Defined"
"ms_rand_seed_timer","00c421f4","Data Label","Global","User Defined"
"PEPPY_rand_seeds_1","00c421f8","Data Label","Global","User Defined"
"PEPPY_rand_seeds_2","00c42308","Data Label","Global","User Defined"
"ms_stat_normal_data","00c423d8","Data Label","Global","User Defined"
"ms_stat_count_data","00c42454","Data Label","Global","User Defined"
"ms_sep_str","00c4467c","Data Label","Global","User Defined"
"ms_actor_str","00c44940","Data Label","Global","User Defined"
"eff_sin_t","00c44be0","Data Label","Global","User Defined"
"sg_user_name","00c494a8","Data Label","Global","User Defined"
"EnableGameTextureAnimation","00c49720","Data Label","Global","User Defined"
"sg_packet","00c498dc","Data Label","Global","User Defined"
"AtelDecodeCommandMainMutex","00c52740","Data Label","Global","User Defined"
"Atelcmdlist","00c54600","Data Label","Global","User Defined"
"isBtlWindowControlEnable","00c58ef8","Data Label","Global","User Defined"
"SYSTEM_CONFIRM_BUTTON_ASSIGN","00c59554","Data Label","Global","User Defined"
"messageButtonData","00c5955c","Data Label","Global","User Defined"
"UIButtonDataNum","00c59560","Data Label","Global","User Defined"
"MES_FONT_JP_PATH","00c59568","Data Label","Global","User Defined"
"MES_FONT_SHADOW_JP_PATH","00c595a8","Data Label","Global","User Defined"
"MES_FONT_US_PATH","00c595e8","Data Label","Global","User Defined"
"MES_FONT_SHADOW_US_PATH","00c59628","Data Label","Global","User Defined"
"MES_FONT_CH_PATH","00c59668","Data Label","Global","User Defined"
"MES_FONT_CN_PATH","00c596a8","Data Label","Global","User Defined"
"MES_FONT_CH_SHADOW_PATH","00c596e8","Data Label","Global","User Defined"
"MES_FONT_SHADOW_CN_PATH","00c59728","Data Label","Global","User Defined"
"MES_FONT_KR_PATH","00c59768","Data Label","Global","User Defined"
"MES_FONT_SHADOW_KR_PATH","00c597a8","Data Label","Global","User Defined"
"MES_MENU_SUBFONT_PATH","00c597f8","Data Label","Global","User Defined"
"MES_MENU_SUBFONT_SHADOW_PATH","00c59838","Data Label","Global","User Defined"
"MES_HELP_EXTRAFONT_PATH","00c59878","Data Label","Global","User Defined"
"MES_HELP_EXTRAFONT_CH_PATH","00c598b8","Data Label","Global","User Defined"
"MES_HELP_EXTRAFONT_KR_PATH","00c598f8","Data Label","Global","User Defined"
"MES_HELP_EXTRAFONT_SHADOW_PATH","00c59938","Data Label","Global","User Defined"
"MES_WIN_NAME","00c5997c","Data Label","Global","User Defined"
"MES_HELP_EXTRAFONT_SHADOW_CH_PATH","00c59980","Data Label","Global","User Defined"
"MES_HELP_EXTRAFONT_SHADOW_KR_PATH","00c599c0","Data Label","Global","User Defined"
"MES_NEWKIT_EXTRAFONT_PATH","00c59a00","Data Label","Global","User Defined"
"MES_NEWKIT_EXTRAFONT_CH_PATH","00c59a40","Data Label","Global","User Defined"
"MES_NEWKIT_EXTRAFONT_KR_PATH","00c59ac0","Data Label","Global","User Defined"
"MES_NEWKIT_EXTRAFONT_SHADOW_PATH","00c59b00","Data Label","Global","User Defined"
"MES_NEWKIT_EXTRAFONT_SHADOW_CH_PATH","00c59b40","Data Label","Global","User Defined"
"MES_NEWKIT_EXTRAFONT_SHADOW_KR_PATH","00c59b80","Data Label","Global","User Defined"
"FONT_NAME","00c59bc0","Data Label","Global","User Defined"
"FONT_SHADOW_NAME","00c59c00","Data Label","Global","User Defined"
"MAINMENU_WAVE_PATH","00c59c40","Data Label","Global","User Defined"
"BATTLE_TEX_NAME","00c59d58","Data Label","Global","User Defined"
"ICON_TEXT_NAME","00c59d5c","Data Label","Global","User Defined"
"STR_TEX_NAME","00c59d60","Data Label","Global","User Defined"
"FACE_PLY_NAME","00c59d64","Data Label","Global","User Defined"
"FACE_SMN_NAME","00c59d68","Data Label","Global","User Defined"
"WORLD_MAP_NAME","00c59d6c","Data Label","Global","User Defined"
"BTLMENU_EXTRA_TEX_NAME","00c59d70","Data Label","Global","User Defined"
"WATER_WAVE_TEX_NAME","00c59d74","Data Label","Global","User Defined"
"MENU_BG_TEX_NAME","00c59d78","Data Label","Global","User Defined"
"MENU_NEW_TEX_NAME","00c59d7c","Data Label","Global","User Defined"
"STONE_TEX_NAME","00c59d80","Data Label","Global","User Defined"
"SUMMONBG_TEX_NAME","00c59d84","Data Label","Global","User Defined"
"SMONITOR_TEX_NAME_CH","00c59d88","Data Label","Global","User Defined"
"SMONITOR_TEX_NAME_DE","00c59d90","Data Label","Global","User Defined"
"SMONITOR_TEX_NAME_FR","00c59d94","Data Label","Global","User Defined"
"SMONITOR_TEX_NAME_IT","00c59d98","Data Label","Global","User Defined"
"SMONITOR_TEX_NAME_JP","00c59d9c","Data Label","Global","User Defined"
"SMONITOR_TEX_NAME_KR","00c59da0","Data Label","Global","User Defined"
"SMONITOR_TEX_NAME_SP","00c59da4","Data Label","Global","User Defined"
"SMONITOR_TEX_NAME_US","00c59da8","Data Label","Global","User Defined"
"NOW_HELP_TEX_NAME_JP","00c59dac","Data Label","Global","User Defined"
"NOW_HELP_TEX_NAME_CH","00c59db0","Data Label","Global","User Defined"
"NOW_HELP_TEX_NAME_DE","00c59db4","Data Label","Global","User Defined"
"NOW_HELP_TEX_NAME_FR","00c59db8","Data Label","Global","User Defined"
"NOW_HELP_TEX_NAME_IT","00c59dbc","Data Label","Global","User Defined"
"NOW_HELP_TEX_NAME_KR","00c59dc0","Data Label","Global","User Defined"
"NOW_HELP_TEX_NAME_SP","00c59dc4","Data Label","Global","User Defined"
"NOW_HELP_TEX_NAME_US","00c59dc8","Data Label","Global","User Defined"
"MON_BOKU_TEX0_NAME","00c59dcc","Data Label","Global","User Defined"
"MON_BOKU_TEX1_NAME","00c59dd0","Data Label","Global","User Defined"
"MON_BOKU_TEX2_NAME","00c59dd4","Data Label","Global","User Defined"
"MON_BOKU_TEX3_NAME","00c59dd8","Data Label","Global","User Defined"
"MON_BOKU_TEX0_NAME_US","00c59ddc","Data Label","Global","User Defined"
"MON_BOKU_TEX1_NAME_US","00c59de0","Data Label","Global","User Defined"
"MON_BOKU_TEX2_NAME_US","00c59de4","Data Label","Global","User Defined"
"MON_BOKU_TEX3_NAME_US","00c59de8","Data Label","Global","User Defined"
"MON_BOKU_TEX0_NAME_FR","00c59dec","Data Label","Global","User Defined"
"MON_BOKU_TEX1_NAME_FR","00c59df0","Data Label","Global","User Defined"
"MON_BOKU_TEX2_NAME_FR","00c59df4","Data Label","Global","User Defined"
"MON_BOKU_TEX3_NAME_FR","00c59df8","Data Label","Global","User Defined"
"MON_BOKU_TEX0_NAME_ES","00c59dfc","Data Label","Global","User Defined"
"MON_BOKU_TEX1_NAME_ES","00c59e00","Data Label","Global","User Defined"
"MON_BOKU_TEX2_NAME_ES","00c59e04","Data Label","Global","User Defined"
"MON_BOKU_TEX3_NAME_ES","00c59e08","Data Label","Global","User Defined"
"MON_BOKU_TEX0_NAME_DE","00c59e0c","Data Label","Global","User Defined"
"MON_BOKU_TEX1_NAME_DE","00c59e10","Data Label","Global","User Defined"
"MON_BOKU_TEX2_NAME_DE","00c59e14","Data Label","Global","User Defined"
"MON_BOKU_TEX3_NAME_DE","00c59e18","Data Label","Global","User Defined"
"MON_BOKU_TEX0_NAME_IT","00c59e1c","Data Label","Global","User Defined"
"MON_BOKU_TEX1_NAME_IT","00c59e20","Data Label","Global","User Defined"
"MON_BOKU_TEX2_NAME_IT","00c59e24","Data Label","Global","User Defined"
"MON_BOKU_TEX3_NAME_IT","00c59e28","Data Label","Global","User Defined"
"MON_BOKU_TEX0_NAME_KR","00c59e2c","Data Label","Global","User Defined"
"MON_BOKU_TEX1_NAME_KR","00c59e30","Data Label","Global","User Defined"
"MON_BOKU_TEX2_NAME_KR","00c59e34","Data Label","Global","User Defined"
"MON_BOKU_TEX3_NAME_KR","00c59e38","Data Label","Global","User Defined"
"MON_BOKU_TEX0_NAME_CH","00c59e3c","Data Label","Global","User Defined"
"MON_BOKU_TEX1_NAME_CH","00c59e40","Data Label","Global","User Defined"
"MON_BOKU_TEX2_NAME_CH","00c59e44","Data Label","Global","User Defined"
"MON_BOKU_TEX3_NAME_CH","00c59e48","Data Label","Global","User Defined"
"MES_WIN_NAME_US","00c59e4c","Data Label","Global","User Defined"
"BATTLE_TEX_NAME_US","00c59e50","Data Label","Global","User Defined"
"ICON_TEXT_NAME_US","00c59e54","Data Label","Global","User Defined"
"STR_TEX_NAME_US","00c59e58","Data Label","Global","User Defined"
"MES_WIN_NAME_FR","00c59e5c","Data Label","Global","User Defined"
"BATTLE_TEX_NAME_FR","00c59e60","Data Label","Global","User Defined"
"ICON_TEXT_NAME_FR","00c59e64","Data Label","Global","User Defined"
"STR_TEX_NAME_FR","00c59e68","Data Label","Global","User Defined"
"MES_WIN_NAME_ES","00c59e6c","Data Label","Global","User Defined"
"BATTLE_TEX_NAME_ES","00c59e70","Data Label","Global","User Defined"
"ICON_TEXT_NAME_ES","00c59e74","Data Label","Global","User Defined"
"STR_TEX_NAME_ES","00c59e78","Data Label","Global","User Defined"
"MES_WIN_NAME_DE","00c59e7c","Data Label","Global","User Defined"
"BATTLE_TEX_NAME_DE","00c59e80","Data Label","Global","User Defined"
"ICON_TEXT_NAME_DE","00c59e84","Data Label","Global","User Defined"
"STR_TEX_NAME_DE","00c59e88","Data Label","Global","User Defined"
"MES_WIN_NAME_IT","00c59e8c","Data Label","Global","User Defined"
"BATTLE_TEX_NAME_IT","00c59e90","Data Label","Global","User Defined"
"ICON_TEXT_NAME_IT","00c59e94","Data Label","Global","User Defined"
"STR_TEX_NAME_IT","00c59e98","Data Label","Global","User Defined"
"MES_WIN_NAME_KR","00c59e9c","Data Label","Global","User Defined"
"BATTLE_TEX_NAME_KR","00c59ea0","Data Label","Global","User Defined"
"ICON_TEXT_NAME_KR","00c59ea4","Data Label","Global","User Defined"
"STR_TEX_NAME_KR","00c59ea8","Data Label","Global","User Defined"
"MES_WIN_NAME_CH","00c59eac","Data Label","Global","User Defined"
"BATTLE_TEX_NAME_CH","00c59eb0","Data Label","Global","User Defined"
"ICON_TEXT_NAME_CH","00c59eb4","Data Label","Global","User Defined"
"STR_TEX_NAME_CH","00c59eb8","Data Label","Global","User Defined"
"DREAM_TEX_NAME","00c59ebc","Data Label","Global","User Defined"
"ETERNAL_CALM_COPYRIGHT_JP_BG_PATH","00c59ed0","Data Label","Global","User Defined"
"ETERNAL_CALM_COPYRIGHT_NEA_BG_PATH","00c59ed4","Data Label","Global","User Defined"
"overdriveUIAlpha","00c59f38","Data Label","Global","User Defined"
"TkMenuSaveFileLicenceCodeJP","00c5b360","Data Label","Global","User Defined"
"TkMenuSaveFileLicenceCodeUS","00c5b370","Data Label","Global","User Defined"
"TkMenuSaveFileLicenceCodeUK","00c5b380","Data Label","Global","User Defined"
"TkMenuSaveFileLicenceCodeDE","00c5b390","Data Label","Global","User Defined"
"TkMenuSaveFileLicenceCodeES","00c5b3a0","Data Label","Global","User Defined"
"TkMenuSaveFileLicenceCodeIT","00c5b3b0","Data Label","Global","User Defined"
"TkMenuSaveFileLicenceCodeFR","00c5b3c0","Data Label","Global","User Defined"
"TkMenuSaveFileLicenceCodeASIA","00c5b3d0","Data Label","Global","User Defined"
"TkMenuSaveFileLicenceCodeKR","00c5b3e0","Data Label","Global","User Defined"
"TkMenuSaveBaseFileName","00c5b3f0","Data Label","Global","User Defined"
"enableMiniMap","00c5e478","Data Label","Global","User Defined"
"GUIDE_CIRCLE","00c5e778","Data Label","Global","User Defined"
"g_OmdPrimSize","00c5e790","Data Label","Global","User Defined"
"__security_cookie","00c613d8","Data Label","Global","User Defined"
"currentMagicId","00c64ca0","Data Label","Global","User Defined"
"toBeDeleteMagicId","00c64ca4","Data Label","Global","User Defined"
"toBeDeleteHandle","00c64cac","Data Label","Global","User Defined"
"g_595hideYunaFlag","00c64cd8","Data Label","Global","User Defined"
"owu_osua","00c88a90","Data Label","Global","User Defined"
"owu_prog0","00c88a94","Data Label","Global","User Defined"
"owu_prog1","00c88a98","Data Label","Global","User Defined"
"asmemu_relocation_addr","00c8b500","Data Label","Global","User Defined"
"asmreg_0","00c8f508","Data Label","Global","User Defined"
"asmreg_1","00c8f518","Data Label","Global","User Defined"
"asmreg_2","00c8f528","Data Label","Global","User Defined"
"asmreg_3","00c8f538","Data Label","Global","User Defined"
"asmreg_4","00c8f548","Data Label","Global","User Defined"
"asmreg_5","00c8f558","Data Label","Global","User Defined"
"asmreg_6","00c8f568","Data Label","Global","User Defined"
"asmreg_7","00c8f578","Data Label","Global","User Defined"
"asmreg_8","00c8f588","Data Label","Global","User Defined"
"asmreg_31","00c8f6f8","Data Label","Global","User Defined"
"asmreg_Q","00c8f788","Data Label","Global","User Defined"
"asmreg_I","00c8f78c","Data Label","Global","User Defined"
"asmreg_ACC","00c8f790","Data Label","Global","User Defined"
"asmreg_vf4","00c8f7d0","Data Label","Global","User Defined"
"asmreg_vf5","00c8f7e0","Data Label","Global","User Defined"
"asmreg_vf6","00c8f7f0","Data Label","Global","User Defined"
"asmreg_vf7","00c8f800","Data Label","Global","User Defined"
"asmreg_vf8","00c8f810","Data Label","Global","User Defined"
"asmreg_vf9","00c8f820","Data Label","Global","User Defined"
"asmreg_vf10","00c8f830","Data Label","Global","User Defined"
"asmreg_vf11","00c8f840","Data Label","Global","User Defined"
"asmreg_vf12","00c8f850","Data Label","Global","User Defined"
"asmreg_vf13","00c8f860","Data Label","Global","User Defined"
"asmreg_vf14","00c8f870","Data Label","Global","User Defined"
"asmreg_vf15","00c8f880","Data Label","Global","User Defined"
"asmreg_vf26","00c8f930","Data Label","Global","User Defined"
"asmreg_vf27","00c8f940","Data Label","Global","User Defined"
"asmreg_vf28","00c8f950","Data Label","Global","User Defined"
"asmreg_vf29","00c8f960","Data Label","Global","User Defined"
"asmreg_vf30","00c8f970","Data Label","Global","User Defined"
"asmreg_vf31","00c8f980","Data Label","Global","User Defined"
"asmreg_vi16","00c8fac4","Data Label","Global","User Defined"
"PTR_00cc9cd8_PApplication","00cc9cd8","Data Label","Global","User Defined"
"ptr_new_for_once","00ccb160","Data Label","Global","User Defined"
"g_summonTextureReplaceChrInstance","00ccb230","Data Label","Global","User Defined"
"g_chrClothList","00ccb250","Data Label","Global","User Defined"
"g_clothMemSpace","00ccb454","Data Label","Global","User Defined"
"g_clothMem","00ccb458","Data Label","Global","User Defined"
"graphic0146Key","00ccb460","Data Label","Global","User Defined"
"gCharacterRegistToInstantiateList","00ccb6d4","Data Label","Global","User Defined"
"loadingCallbackList","00ccb6e0","Data Label","Global","User Defined"
"g_curEventId","00ccb990","Data Label","Global","User Defined"
"g_saveLoadScreenState","00ccb994","Data Label","Global","User Defined"
"g_saveLoadDialogState","00ccb998","Data Label","Global","User Defined"
"g_saveLoadIsSave","00ccb99c","Data Label","Global","User Defined"
"g_is3DScene","00ccb9c0","Data Label","Global","User Defined"
"PTR_00ccb9d8_PhyreScene","00ccb9d8","Data Label","Global","User Defined"
"FontShadowType","00ccc804","Data Label","Global","User Defined"
"PTR_00ccc81c_MenuManager","00ccc81c","Data Label","Global","User Defined"
"PTR_00ccc838_AbmapManager","00ccc838","Data Label","Global","User Defined"
"PTR_00ccca64_ClassVFXRenderDataTable","00ccca64","Data Label","Global","User Defined"
"g_FpLoopFlag","00cec1e0","Data Label","Global","User Defined"
"g_FpPacketSize","00cec1f0","Data Label","Global","User Defined"
"g_FpHeapUseSize","00cec1fc","Data Label","Global","User Defined"
"g_FpHeapMaxUseSize","00cec200","Data Label","Global","User Defined"
"gMoviePlay","0112a008","Data Label","Global","User Defined"
"gMoviePicture","0112a00c","Data Label","Global","User Defined"
"PTR_0112a92c__command.bin","0112a92c","Data Label","Global","User Defined"
"PTR_0112a958___st_number.bin","0112a958","Data Label","Global","User Defined"
"force_wait_blur_frame_count","0112ca64","Data Label","Global","User Defined"
"gLoadingPhyreBattleMapData","0112ca68","Data Label","Global","User Defined"
"HardCode_Battle_AeonName","0112ca78","Data Label","Global","User Defined"
"save_ram","0112ca90","Data Label","Global","User Defined"
"Damage_9999_flag","01133390","Data Label","Global","User Defined"
"Damage_99999_flag","01133394","Data Label","Global","User Defined"
"PEPPY_rand_array","01135ed8","Data Label","Global","User Defined"
"subScreenOffsetX","01136fa0","Data Label","Global","User Defined"
"subScreenOffsetY","01136fa4","Data Label","Global","User Defined"
"ms_screen","01136fe0","Data Label","Global","User Defined"
"ms_camera","01137520","Data Label","Global","User Defined"
"ms_battle_chr1_flag","01139ee0","Data Label","Global","User Defined"
"ms_battle_chr2_flag","01139ee4","Data Label","Global","User Defined"
"ms_debug_chr_select","0113f880","Data Label","Global","User Defined"
"os_mat_wv","0113fcb0","Data Label","Global","User Defined"
"osbtl","0119fe70","Data Label","Global","User Defined"
"os_omdc_cue","011a11c0","Data Label","Global","User Defined"
"owu_new_osu_a","012a12b8","Data Label","Global","User Defined"
"owu_osc","012a12bc","Data Label","Global","User Defined"
"owu_chr_status","012a2280","Data Label","Global","User Defined"
"owu_osua_ta","012a4080","Data Label","Global","User Defined"
"owu_eff_status","012a40c0","Data Label","Global","User Defined"
"owu_chr_hd","012a80c0","Data Label","Global","User Defined"
"owu_chr_drawoff","012a8480","Data Label","Global","User Defined"
"owu_chr_drawoff_back","012a8570","Data Label","Global","User Defined"
