"Name","Location","Type","Namespace","Source"
"Mul4x4","00705aa0","Function","cdc","User Defined"
"FFXVu0InversMatrix","00705ea0","Function","cdc","User Defined"
"RotX","00705fc0","Function","cdc::Matrix","User Defined"
"RotY","00706090","Function","cdc::Matrix","User Defined"
"RotZ","00706160","Function","cdc::Matrix","User Defined"
"InitGuildMapRenderData","00710fb0","Function","Global","User Defined"
"InitVFXRenderDataRects","00711430","Function","Global","User Defined"
"UpdatePhyreViewProjectionMatrix","007119f0","Function","Global","User Defined"
"_pppInitData","00712080","Function","Global","User Defined"
"_pppStartPart","007124a0","Function","Global","User Defined"
"createGuildMapRenderDataBuffer","007134c0","Function","Global","User Defined"
"pppInitEnv","00716ab0","Function","Global","User Defined"
"updateGuildMapRenderData","00717700","Function","Global","User Defined"
"updateVFXRenderDataRects","0071a410","Function","Global","User Defined"
"useExtendedAlpha","0071e540","Function","Global","User Defined"
"scheduleJob<int\,int>","0071e800","Function","JobSchedule::JobScheduler","User Defined"
"pppFpLoadStat","00729b00","Function","Global","User Defined"
"pppFpResetStick","0072a210","Function","Global","User Defined"
"pppFpSaveStat","0072a270","Function","Global","User Defined"
"pppFpSetWoodMatrix","0072a780","Function","Global","User Defined"
"pppSetFpPdt","0072a8e0","Function","Global","User Defined"
"ModelBuffer_PrintMemUsage","0072c290","Function","Global","User Defined"
"pppAlloc","0072c4c0","Function","Global","User Defined"
"pppCreateHeap","0072c570","Function","Global","User Defined"
"FileReadMain","0076d0f0","Function","Global","User Defined"
"GetCD","0076d1e0","Function","Global","User Defined"
"printf2","0076df80","Function","Global","User Defined"
"printf_init_over","0076dfd0","Function","Global","User Defined"
"sa_read_callback","0076e750","Function","Global","User Defined"
"destroyMoviePicture","0076edf0","Function","Global","User Defined"
"movie_err","0076f0b0","Function","Global","User Defined"
"movie_load_image","0076f130","Function","Global","User Defined"
"getSa_MenuTextureName","00774bf0","Function","Global","User Defined"
"get_hdd_name","00777fb0","Function","Global","User Defined"
"set_hdd_err","0077a060","Function","Global","User Defined"
"sa_printf_set","0077a590","Function","Global","User Defined"
"chr_texanim_del","0077c860","Function","Global","User Defined"
"chr_texanim_main","0077c9c0","Function","Global","User Defined"
"chr_texanim_memory_move","0077c9f0","Function","Global","User Defined"
"chr_texanim_set","0077ca40","Function","Global","User Defined"
"tex_anim_dlg","0077ea10","Function","Global","User Defined"
"tex_anim_no_set","0077ea30","Function","Global","User Defined"
"tex_anim_pos_set","0077ea90","Function","Global","User Defined"
"texanim_malloc_memory_get","0077eae0","Function","Global","User Defined"
"texanim_malloc_memory_set","0077eb00","Function","Global","User Defined"
"chr_texanim_main_sub_new","0077f450","Function","Global","User Defined"
"chr_texanim_memory_move_new","0077fa40","Function","Global","User Defined"
"chr_texanim_set_new","0077fa90","Function","Global","User Defined"
"tex_anim_no_set_new","0077fdb0","Function","Global","User Defined"
"tex_anim_pos_set_new","0077fe70","Function","Global","User Defined"
"chr_texanim_main_sub_old","0077ffd0","Function","Global","User Defined"
"chr_texanim_memory_move_old","00780470","Function","Global","User Defined"
"chr_texanim_set_old","007804c0","Function","Global","User Defined"
"tex_anim_no_set_old","00780890","Function","Global","User Defined"
"tex_anim_pos_set_old","007809c0","Function","Global","User Defined"
"MsBattleCheck","00780d60","Function","Global","User Defined"
"MsBattleChrStart","00780d80","Function","Global","User Defined"
"MsBattleCursorCalc","00780d90","Function","Global","User Defined"
"MsBattleExeClear","00781600","Function","Global","User Defined"
"MsBattleExeSetIndex","00781620","Function","Global","User Defined"
"MsBattleGetChrDisposeFlag","00781700","Function","Global","User Defined"
"MsBattleGetMapCircleOn","00781770","Function","Global","User Defined"
"MsBattleGetStatus","007817c0","Function","Global","User Defined"
"MsBattleReadData","00782110","Function","Global","User Defined"
"MsBattleReadDataNB","00782150","Function","Global","User Defined"
"MsBtlBridgeEvent2Btl","007825a0","Function","Global","User Defined"
"MsGetBattleScene","00782a30","Function","Global","User Defined"
"MsGetFileSize","00782ae0","Function","Global","User Defined"
"getExcelBinSize","00782eb0","Function","Global","User Defined"
"AsyncLoadNewCharacter","00783040","Function","Global","User Defined"
"FinishLoadOneCharacter","00783060","Function","Global","User Defined"
"MsBtlReadInit","007830b0","Function","Global","User Defined"
"MsBtlReadManage","007830d0","Function","Global","User Defined"
"MsBtlReadMonsterProcess","00783a60","Function","Global","User Defined"
"MsBtlReadPlayerModelProcess","00783c40","Function","Global","User Defined"
"MsBtlReadPlayerProcess","00783c70","Function","Global","User Defined"
"MsBtlReadSetScene","00783ed0","Function","Global","User Defined"
"MsCDreadWeapon","007841d0","Function","Global","User Defined"
"readBtlMonsterName","00784570","Function","Global","User Defined"
"MsDebugFullGill","00784a80","Function","Global","User Defined"
"MsGetCheckEnglish","00784f20","Function","Global","User Defined"
"MsGetSaveBattleCount","00785010","Function","Global","User Defined"
"MsGetSaveChrName","00785070","Function","Global","User Defined"
"MsGetSaveCommand","007850e0","Function","Global","User Defined"
"MsGetSaveConfigEnglish","00785290","Function","Global","User Defined"
"MsGetSaveConfigHiragana","007852b0","Function","Global","User Defined"
"MsGetSaveEventAddress","00785300","Function","Global","User Defined"
"MsGetSaveMenu","00785350","Function","Global","User Defined"
"MsGetSavePartyMember","007853b0","Function","Global","User Defined"
"MsGetSavePlayerPtr","007853f0","Function","Global","User Defined"
"MsGetSavePlyJoin","00785440","Function","Global","User Defined"
"MsGetSaveWalkMap","007854c0","Function","Global","User Defined"
"MsInitParamData","00785a20","Function","Global","User Defined"
"MsSetSaveConfigEnglish","00785f90","Function","Global","User Defined"
"getDefaultChrName","007873e0","Function","Global","User Defined"
"getScenerioFlag","00787420","Function","Global","User Defined"
"MsEffectCheckTarget","007879c0","Function","Global","User Defined"
"MsEffectGetLastMagicNum2","00787cb0","Function","Global","User Defined"
"MsEffectResetMotionDisable","00788330","Function","Global","User Defined"
"MsEffectWeaponInit","00788c30","Function","Global","User Defined"
"MsEventEffectInit","00788ca0","Function","Global","User Defined"
"MsGetEff2Chr","00788ea0","Function","Global","User Defined"
"MsGetEffID","00788eb0","Function","Global","User Defined"
"MsDamageSetMotion","0078cae0","Function","Global","User Defined"
"MsGetChrVigor","0078cda0","Function","Global","User Defined"
"MsGetCommand","0078cf10","Function","Global","User Defined"
"MsGetFirstAttack","0078d150","Function","Global","User Defined"
"MsGetNextCTB","0078d290","Function","Global","User Defined"
"MsLimitStatusProcess","0078d330","Function","Global","User Defined"
"MsSetChrWeak","0078d8b0","Function","Global","User Defined"
"MsSetDamage","0078da40","Function","Global","User Defined"
"MsSetEternalRelife","0078df70","Function","Global","User Defined"
"MsUseChrMpLimit","0078e5f0","Function","Global","User Defined"
"MsMenuCloseTitleWindow","0078fa80","Function","Global","User Defined"
"MsMenuGetText","0078fd40","Function","Global","User Defined"
"MsMenuReadText","0078ff40","Function","Global","User Defined"
"MsMenuStatusNum","00790250","Function","Global","User Defined"
"MsMenuStatusNumSize","00790270","Function","Global","User Defined"
"MsSaveItemUse","007905a0","Function","Global","User Defined"
"MsImportantInit","00790890","Function","Global","User Defined"
"MsImportantName","007908b0","Function","Global","User Defined"
"MsImportantRead","00790910","Function","Global","User Defined"
"MsGetRomCTBcount","00790a10","Function","Global","User Defined"
"MsGetRomItem","00790a40","Function","Global","User Defined"
"MsGetRomMonCommand1","00790aa0","Function","Global","User Defined"
"MsGetRomMonCommand2","00790ac0","Function","Global","User Defined"
"MsGetRomPlyCommand","00790ae0","Function","Global","User Defined"
"MsGetSaveMonsterMeet","00790b70","Function","Global","User Defined"
"MsSetMonsterCheck","00790c30","Function","Global","User Defined"
"MsAttachWeapon","00793340","Function","Global","User Defined"
"MsBtlChrNumCheck","00793660","Function","Global","User Defined"
"MsBtlChrRegist","00793680","Function","Global","User Defined"
"MsBtlWeaponRegist","007938f0","Function","Global","User Defined"
"MsCalcChrDir","00793bb0","Function","Global","User Defined"
"MsCalcChrDirAll","00793cc0","Function","Global","User Defined"
"MsGetChr","00794030","Function","Global","User Defined"
"MsGetChrBit","00794340","Function","Global","User Defined"
"MsGetChrBitOne","00794800","Function","Global","User Defined"
"MsGetChrBottomPos","00794840","Function","Global","User Defined"
"MsGetChrBtlPos","007948f0","Function","Global","User Defined"
"MsGetChrCamHeight","00794a40","Function","Global","User Defined"
"MsGetChrCamWidth","00794a80","Function","Global","User Defined"
"MsGetChrCameraPos","00794ac0","Function","Global","User Defined"
"MsGetChrCenterPos","00794c30","Function","Global","User Defined"
"MsGetChrEscapePos","00794ed0","Function","Global","User Defined"
"MsGetChrHandle","00795090","Function","Global","User Defined"
"MsGetChrHeight","00795100","Function","Global","User Defined"
"MsGetChrInfo","00795180","Function","Global","User Defined"
"MsGetChrPos","007956f0","Function","Global","User Defined"
"MsGetChrStatDeath","00795790","Function","Global","User Defined"
"MsGetChrStatPoison","007957d0","Function","Global","User Defined"
"MsGetChrStatStone","00795810","Function","Global","User Defined"
"MsGetChrStatWeak","00795850","Function","Global","User Defined"
"MsGetChrStatZombie","00795890","Function","Global","User Defined"
"MsGetChrTop","00795980","Function","Global","User Defined"
"MsGetChrTopPos","00795990","Function","Global","User Defined"
"MsGetMon","00795ab0","Function","Global","User Defined"
"MsGetWeapon","00795b20","Function","Global","User Defined"
"MsGetWeaponHandle","00795b50","Function","Global","User Defined"
"MsReturnCameraVisible","00795c80","Function","Global","User Defined"
"MsSetChrDirTarget","00795ec0","Function","Global","User Defined"
"MsSetChrPos","00796160","Function","Global","User Defined"
"MsSetChrPosReset","00796230","Function","Global","User Defined"
"MsSetChrTransparentVisible","00796560","Function","Global","User Defined"
"MsSetChrVisible","00796670","Function","Global","User Defined"
"MsSetChrVisibleAppear","007966b0","Function","Global","User Defined"
"MsSetChrVisibleCameraAll","007967d0","Function","Global","User Defined"
"MsSetChrVisibleEvent","00796800","Function","Global","User Defined"
"MsSetDirThetaMode","00796950","Function","Global","User Defined"
"msCheckSameTarget","00796d80","Function","Global","User Defined"
"msGetChrPos","00796eb0","Function","Global","User Defined"
"msSetChrBodyHit","00796f30","Function","Global","User Defined"
"MsAtelChrInfo","007975d0","Function","Global","User Defined"
"MsAtelParseSysTag","007979e0","Function","Global","User Defined"
"MsAtelRegist","00797a50","Function","Global","User Defined"
"MsAtelRegistInit","00797af0","Function","Global","User Defined"
"MsAtelRequestAdd","00797b80","Function","Global","User Defined"
"MsAtelRequestCamera","00797bd0","Function","Global","User Defined"
"MsAtelRequestExe","00797d60","Function","Global","User Defined"
"MsAtelRequestInit","00798000","Function","Global","User Defined"
"MsAtelRequestSystemCheckExe","007982b0","Function","Global","User Defined"
"MsInitChrAbilityMap","00798830","Function","Global","User Defined"
"MsRandMize","007988a0","Function","Global","User Defined"
"brnd","00798900","Function","Global","User Defined"
"sceCdReadClock","00798960","Function","Global","User Defined"
"frnd","007989b0","Function","Global","User Defined"
"MsFieldItemRead","00799030","Function","Global","User Defined"
"MsMemCheckInit","00799ef0","Function","Global","User Defined"
"MsMemCheckRegist","00799f10","Function","Global","User Defined"
"MsBtlInitItemMem","0079a010","Function","Global","User Defined"
"MsCheckRange","0079a0d0","Function","Global","User Defined"
"MsGetChrID","0079a450","Function","Global","User Defined"
"MsGetDamageInfo","0079a690","Function","Global","User Defined"
"MsGetDamageResult","0079a930","Function","Global","User Defined"
"MsGetRamChrHP","0079ade0","Function","Global","User Defined"
"MsGetRamChrHPmax","0079ae00","Function","Global","User Defined"
"MsGetRamChrMP","0079ae60","Function","Global","User Defined"
"MsGetRamChrMPmax","0079ae80","Function","Global","User Defined"
"MsGetRamChrMonster","0079af00","Function","Global","User Defined"
"MsGetRamChrName","0079af20","Function","Global","User Defined"
"MsGetRamChrSummon","0079af70","Function","Global","User Defined"
"MsResetAutoStatus","0079b1b0","Function","Global","User Defined"
"MsSetAutoStatus","0079b2a0","Function","Global","User Defined"
"MsSetRamChr","0079b500","Function","Global","User Defined"
"MsSetRamChrAbility","0079bb70","Function","Global","User Defined"
"MsSetRamChrData","0079c130","Function","Global","User Defined"
"MsSetRamChrParam","0079c610","Function","Global","User Defined"
"MsRegMotionInit","0079ccf0","Function","Global","User Defined"
"MsSetMotBinAddress","0079cda0","Function","Global","User Defined"
"MsMessageCueRegist","0079cff0","Function","Global","User Defined"
"MsBattleSpecialInit","0079de80","Function","Global","User Defined"
"MsEtCriticalEffect","0079e5b0","Function","Global","User Defined"
"MsEtEffectInit","0079e690","Function","Global","User Defined"
"MsMagicEffectSet","0079e8b0","Function","Global","User Defined"
"MsSetHitEffect","0079ebc0","Function","Global","User Defined"
"MsSetStealEffect","0079ec00","Function","Global","User Defined"
"MsSetWeaponEffectAttribute","0079ed60","Function","Global","User Defined"
"MsStatusEffectCheck","0079f010","Function","Global","User Defined"
"MsBattleError","0079f230","Function","Global","User Defined"
"MsStructClear","0079f250","Function","Global","User Defined"
"MsCalcCursorPos","0079f3a0","Function","Global","User Defined"
"MsNumberDrawProcess","0079f680","Function","Global","User Defined"
"MsNumberInit","0079fa10","Function","Global","User Defined"
"MsChrSEplay","0079fd60","Function","Global","User Defined"
"MsChrSEplayMotion","0079fe50","Function","Global","User Defined"
"MsRegSEplay2","007a0160","Function","Global","User Defined"
"MsRegistSEdata","007a01d0","Function","Global","User Defined"
"MsSEPtransCheck","007a04e0","Function","Global","User Defined"
"MsSEP3Dregist","007a0a50","Function","Global","User Defined"
"MsWeaponName","007a0c70","Function","Global","User Defined"
"MsWeaponNameInit","007a0cf0","Function","Global","User Defined"
"MsWeaponNameNum","007a0d10","Function","Global","User Defined"
"MsWeaponNameRead","007a2620","Function","Global","User Defined"
"MsCheckBtlPos","007a9250","Function","Global","User Defined"
"MsGetChrPredictPos","007a9400","Function","Global","User Defined"
"MsGetDirMode","007a9730","Function","Global","User Defined"
"MsSetMotion","007ab380","Function","Global","User Defined"
"MsTerminateMotion","007ab6e0","Function","Global","User Defined"
"MsGetExcelData","007ab890","Function","Global","User Defined"
"MsGetExcelDataNum","007ab910","Function","Global","User Defined"
"MsGetSaveWeapon","007abbf0","Function","Global","User Defined"
"MsBtlGetPos","007ac000","Function","Global","User Defined"
"MsGetSummonerPos","007ac2d0","Function","Global","User Defined"
"MsPopBtlPos","007ac620","Function","Global","User Defined"
"MsPushBtlPos","007ac670","Function","Global","User Defined"
"MsPushBtlPosAll","007ac6a0","Function","Global","User Defined"
"MsActionInit","007aceb0","Function","Global","User Defined"
"MsActionRequest","007acec0","Function","Global","User Defined"
"MsBtlReadCueLevel","007ad190","Function","Global","User Defined"
"MsBtlReadCueManage","007ad1a0","Function","Global","User Defined"
"MsBtlReadCueRegist","007ad400","Function","Global","User Defined"
"MsBtlReadCueRegistWeapon","007ad480","Function","Global","User Defined"
"MsParseCommand","007ae380","Function","Global","User Defined"
"MsSortCommand","007aefc0","Function","Global","User Defined"
"MsCheckStatusAfterAction","007af3a0","Function","Global","User Defined"
"MsCheckStatusAfterInput","007af4c0","Function","Global","User Defined"
"MsDefenseEndProcess","007af810","Function","Global","User Defined"
"MsCheckLimitUp","007afb70","Function","Global","User Defined"
"MsSummonLimitLoad","007b06c0","Function","Global","User Defined"
"MsCheckCommandCueExe","007b07e0","Function","Global","User Defined"
"MsGetChrCommand","007b09c0","Function","Global","User Defined"
"MsGetChrCommand2","007b09f0","Function","Global","User Defined"
"MsLimitTidusLearn","007b0ce0","Function","Global","User Defined"
"msResetHeadTarget","007b1f20","Function","Global","User Defined"
"MsCheckInputCueExe","007b1fe0","Function","Global","User Defined"
"MsDeleteInputCue","007b20f0","Function","Global","User Defined"
"MsAutoCommandStatusCheck","007b24b0","Function","Global","User Defined"
"MsGetYoujinbouCom","007b2b30","Function","Global","User Defined"
"MsGetChrStatInfo","007b2dd0","Function","Global","User Defined"
"MsGetTargetList","007b7010","Function","Global","User Defined"
"MsGetTargetRandomList","007b70f0","Function","Global","User Defined"
"MsCallChrSignal","007b7450","Function","Global","User Defined"
"MsAtelCameraInit","007ba5d0","Function","Global","User Defined"
"MsSplineInit","007baa20","Function","Global","User Defined"
"MsCopyScreenMatrix","007bb9d0","Function","Global","User Defined"
"MsEffectCameraInit","007bb9f0","Function","Global","User Defined"
"MsGetScreenMatrix","007bbcf0","Function","Global","User Defined"
"MsScreenResetOffset","007bc6a0","Function","Global","User Defined"
"MsSetScreen","007bc770","Function","Global","User Defined"
"MsCameraDirection","007bcea0","Function","Global","User Defined"
"MsCameraGetPosNow","007bd3f0","Function","Global","User Defined"
"MsCameraInit","007bd550","Function","Global","User Defined"
"MsCameraPriority","007be020","Function","Global","User Defined"
"MsCopyCameraMatrix","007bfff0","Function","Global","User Defined"
"MsGetCameraMatrix","007c0430","Function","Global","User Defined"
"MsNearRag","007c0440","Function","Global","User Defined"
"MsSetCameraMatrix","007c0650","Function","Global","User Defined"
"MsAddPoint","007c1400","Function","Global","User Defined"
"MsCameraMatrix","007c1b70","Function","Global","User Defined"
"MsDivVector","007c24b0","Function","Global","User Defined"
"MsMulMatrix","007c2700","Function","Global","User Defined"
"MsMulVector","007c2da0","Function","Global","User Defined"
"MsPointLen","007c2e50","Function","Global","User Defined"
"MsPointLen2D","007c2fd0","Function","Global","User Defined"
"MsRotMatrixY","007c3420","Function","Global","User Defined"
"MsSubPoint","007c4050","Function","Global","User Defined"
"MsVectorLen","007c4220","Function","Global","User Defined"
"MsVectorLen2D","007c4340","Function","Global","User Defined"
"MsVectorNormal","007c4440","Function","Global","User Defined"
"MsVectorNormal2","007c4580","Function","Global","User Defined"
"MsVectorRect2Polar","007c4930","Function","Global","User Defined"
"MsAutoRepeatCheck","007c88c0","Function","Global","User Defined"
"MsAutoRepeatInit","007c8910","Function","Global","User Defined"
"MsMatch","007cf260","Function","Global","User Defined"
"MsStrCopy","007cf5f0","Function","Global","User Defined"
"MsGetPlySaveName","007dcdd0","Function","Global","User Defined"
"MsMonSave","007dd390","Function","Global","User Defined"
"MsPlySave","007dd4f0","Function","Global","User Defined"
"Ms_Gui_BattleChr1Proc","007dd7a0","Function","Global","User Defined"
"Ms_Gui_BattleChr2Proc","007de6a0","Function","Global","User Defined"
"op_oef2_a_get","007e3720","Function","Global","User Defined"
"op_oef2_a_set","007e37b0","Function","Global","User Defined"
"op_oef2_obj_a_get","007e3a50","Function","Global","User Defined"
"op_oef2_set","007e3a80","Function","Global","User Defined"
"op_oef2_set2","007e3d40","Function","Global","User Defined"
"op_apply_m_w1","007e78b0","Function","Global","User Defined"
"op_deg_get","007e7de0","Function","Global","User Defined"
"op_length_get","007e7ed0","Function","Global","User Defined"
"op_xyz_scale","007ea760","Function","Global","User Defined"
"op_et_astatus_effect_change","007fadf0","Function","Global","User Defined"
"op_et_astatus_effect_off","007faf20","Function","Global","User Defined"
"op_et_bindeff","007fb1b0","Function","Global","User Defined"
"op_et_bindeff2","007fb280","Function","Global","User Defined"
"op_et_bindeff2_walk","007fb660","Function","Global","User Defined"
"op_et_bindeff_off","007fbab0","Function","Global","User Defined"
"op_et_charaeff_draw_off","007fbf20","Function","Global","User Defined"
"op_et_chrhd_bind_en","007fc1b0","Thunk Function","Global","User Defined"
"op_et_eff","007fc200","Function","Global","User Defined"
"op_et_eff_off_signal","007fc370","Function","Global","User Defined"
"op_et_monster_free","007fc570","Function","Global","User Defined"
"op_et_monster_init","007fc6a0","Function","Global","User Defined"
"op_et_weapon_init","007fca80","Function","Global","User Defined"
"op_get_chr_status_stone","007fcba0","Function","Global","User Defined"
"opu_et_unit","007fd710","Function","Global","User Defined"
"opu_unit_free_by_id","007fdd50","Function","Global","User Defined"
"opu_unit_free_by_oef2","007fde90","Function","Global","User Defined"
"opus_change_chrhd_ffx_to_battle","007fe120","Function","Global","User Defined"
"opus_change_osu_en_by_chr_status","007fe260","Function","Global","User Defined"
"opus_get_chr_status_index","007fe890","Function","Global","User Defined"
"opus_get_eff_status_index","007feac0","Function","Global","User Defined"
"op_free","007ff0f0","Function","Global","User Defined"
"op_heap_display_clear","007ff180","Function","Global","User Defined"
"op_heap_display_set","007ff1b0","Function","Global","User Defined"
"op_heap_display_set_par","007ff1d0","Function","Global","User Defined"
"op_3d_vol_pan_get","007ff9b0","Function","Global","User Defined"
"op_oef2_sep_free_all","007ffe50","Function","Global","User Defined"
"opus_draw_off","00800c30","Function","Global","User Defined"
"opus_fullauto_no_get","00800d10","Function","Global","User Defined"
"opus_get_monster_index","00800da0","Function","Global","User Defined"
"opus_get_mother_osu","00800dd0","Function","Global","User Defined"
"opus_osu_init","00801120","Function","Global","User Defined"
"opus_prog_off","008013e0","Function","Global","User Defined"
"opus_prog_on","00801620","Function","Global","User Defined"
"op_mdc_mem_transfer","00803530","Function","Global","User Defined"
"op_mdc_mem_transfer_cue_free","00803650","Function","Global","User Defined"
"opus_mdc_free","008060c0","Function","Global","User Defined"
"yonExtMapDeleteId","00807750","Function","Global","User Defined"
"yonExtMapRegister","00807780","Function","Global","User Defined"
"opus_chara_rgba_set","0080a6c0","Function","Global","User Defined"
"opus_chara_status_rgb_set","0080ab60","Function","Global","User Defined"
"opus_unit_on","0080b680","Function","Global","User Defined"
"SqsAllVoiceTerminate","0081cf80","Function","Global","User Defined"
"SqsInitMusicInfoHdd","0081d4d0","Function","Global","User Defined"
"SqsInitWaveInfoHdd","0081d580","Function","Global","User Defined"
"SqsIopCommandSend","0081d700","Function","Global","User Defined"
"SqsSePanDirect","0081e570","Function","Global","User Defined"
"SqsSeSeparateClear","0081e6e0","Function","Global","User Defined"
"SqsSeStop","0081e8d0","Function","Global","User Defined"
"SqsSeVolumeDirect","0081e930","Function","Global","User Defined"
"SqsSetCycleMode","0081ea10","Function","Global","User Defined"
"SqsSetReverbPlaySwitch","0081ed30","Function","Global","User Defined"
"SqsShoutStreamingPlayState","0081ef00","Function","Global","User Defined"
"Sg_GetDBuffDC","00820640","Function","Global","User Defined"
"Sg_GetDispMode","00820660","Function","Global","User Defined"
"Sg_GetKeepFps","008206b0","Function","Global","User Defined"
"Sg_GetPause","008206f0","Function","Global","User Defined"
"Sg_GetUserName","00820720","Function","Global","User Defined"
"Sg_MenuSetReserve","00821870","Function","Global","User Defined"
"Sg_SetMuteSound","00821d80","Function","Global","User Defined"
"achievementUnlockAchievement","00822410","Function","Global","User Defined"
"getUCStatus","008224f0","Function","Global","User Defined"
"Ch_ClothEnableGrav","00824680","Function","Global","User Defined"
"Ch_ClothMeshMappingOffset","008246b0","Function","Global","User Defined"
"Ch_ClothReset","008246e0","Function","Global","User Defined"
"Ch_ClothReset2","00824700","Function","Global","User Defined"
"Ch_ClothSetAtariJimenCheck","00824890","Function","Global","User Defined"
"Ch_ClothSetFast","008249b0","Function","Global","User Defined"
"ChN_DataDispose","00824f90","Function","Global","User Defined"
"Ch_Allocate","00825010","Function","Global","User Defined"
"Ch_ArcMapping","00825770","Function","Global","User Defined"
"Ch_BlkAllocate","008257e0","Function","Global","User Defined"
"Ch_BlkDispose","00825950","Function","Global","User Defined"
"Ch_BlkDisposeHandle","00825a70","Function","Global","User Defined"
"Ch_BlkGetHandle","00825ac0","Function","Global","User Defined"
"Ch_BlkGetHandleFast","00825f20","Function","Global","User Defined"
"Ch_CbArcMapping","00825f60","Function","Global","User Defined"
"Ch_CbMapping","008260f0","Function","Global","User Defined"
"Ch_CheckHandle","00826230","Function","Global","User Defined"
"Ch_ClothMeshDestroy","008262e0","Function","Global","User Defined"
"Ch_ClothMeshMapping","008263c0","Function","Global","User Defined"
"Ch_Dispose","00826770","Function","Global","User Defined"
"Ch_FunctionHistoryDump","00826a60","Function","Global","User Defined"
"Ch_GetBlkDirName","00826ae0","Function","Global","User Defined"
"Ch_GetName","00826c10","Function","Global","User Defined"
"Ch_GetRestPoseMatrices","00826c20","Function","Global","User Defined"
"Ch_Init","00826f20","Function","Global","User Defined"
"Ch_MemMove","0082703c","Function","Global","User Defined"
"Ch_MemMoveSetTrigger","008272d0","Function","Global","User Defined"
"Ch_ModelCreatePacket","00827300","Function","Global","User Defined"
"Ch_PreCalcActiveClothMesh","00827f10","Function","Global","User Defined"
"Ch_ReadMotionViewer","00828440","Function","Global","User Defined"
"InsideTriangle","00828c90","Function","Global","User Defined"
"characterChange","00829660","Function","Global","User Defined"
"passThisTriangle","008298f0","Function","Global","User Defined"
"sg_getdbname","00829d10","Function","Global","User Defined"
"sg_getdbtype","00829e90","Function","Global","User Defined"
"Ch_AnalysisChrNum","00829ee0","Function","Global","User Defined"
"Ch_DataRead","00829f70","Function","Global","User Defined"
"Ch_DataReadSync","0082a0c0","Function","Global","User Defined"
"Ch_LoadClothFileTask","0082a1c0","Function","Global","User Defined"
"Ch_LoadHdRenderData","0082a240","Function","Global","User Defined"
"Ch_MgrpRead","0082a540","Function","Global","User Defined"
"Ch_ReadSync","0082a660","Function","Global","User Defined"
"Ch_RomDataReadInit","0082a670","Function","Global","User Defined"
"Ch_RomReadChrCB","0082a740","Function","Global","User Defined"
"Ch_AddGrav","0082a910","Function","Global","User Defined"
"Ch_ClothSetEnable","0082a9b0","Function","Global","User Defined"
"Ch_EffectGetEffectLevel","0082aa20","Function","Global","User Defined"
"Ch_EffectGetResidentPtr","0082aa30","Function","Global","User Defined"
"Ch_EffectSetEffectLevel","0082aa50","Function","Global","User Defined"
"Ch_EnBodyHit","0082aa70","Function","Global","User Defined"
"Ch_EnClip","0082aab0","Function","Global","User Defined"
"Ch_EnMapID","0082aaf0","Function","Global","User Defined"
"Ch_EnRotHokan","0082ab60","Function","Global","User Defined"
"Ch_GetCamHeight","0082abb0","Function","Global","User Defined"
"Ch_GetFixHeight","0082ac20","Function","Global","User Defined"
"Ch_GetGrav","0082ac30","Function","Global","User Defined"
"Ch_GetHideEvent","0082aca0","Function","Global","User Defined"
"Ch_GetOrgMatrix","0082ace0","Function","Global","User Defined"
"Ch_GetPos","0082ad10","Function","Global","User Defined"
"Ch_GetRot","0082ad60","Function","Global","User Defined"
"Ch_GetThicknessBtl","0082ae10","Function","Global","User Defined"
"Ch_GetThicknessBtlCam","0082ae30","Function","Global","User Defined"
"Ch_ModelGetNromPtr","0082ae70","Function","Global","User Defined"
"Ch_ModelGetVtexPtr","0082ae90","Function","Global","User Defined"
"Ch_ModelSetHide","0082af20","Function","Global","User Defined"
"Ch_MotionSetMoves","0082b060","Function","Global","User Defined"
"Ch_MotionSetNextHokan","0082b090","Function","Global","User Defined"
"Ch_MoveSetChgRun","0082b0c0","Function","Global","User Defined"
"Ch_ResetMotion","0082b100","Function","Global","User Defined"
"Ch_SetBattleChrNum","0082b150","Function","Global","User Defined"
"Ch_SetCamHeight","0082b170","Function","Global","User Defined"
"Ch_SetClipZ","0082b1d0","Function","Global","User Defined"
"Ch_SetDir","0082b210","Function","Global","User Defined"
"Ch_SetDirF","0082b230","Function","Global","User Defined"
"Ch_SetFieldMode","0082b260","Function","Global","User Defined"
"Ch_SetFixHeight","0082b280","Function","Global","User Defined"
"Ch_SetGravMode","0082b2c0","Function","Global","User Defined"
"Ch_SetHideBattle","0082b2e0","Function","Global","User Defined"
"Ch_SetHideCalc","0082b300","Function","Global","User Defined"
"Ch_SetHideEffect","0082b320","Function","Global","User Defined"
"Ch_SetHideEvent","0082b340","Function","Global","User Defined"
"Ch_SetMotionSpeed","0082b400","Function","Global","User Defined"
"Ch_SetMotionType","0082b420","Function","Global","User Defined"
"Ch_SetOffset","0082b440","Function","Global","User Defined"
"Ch_SetOrgMatrixScale","0082b480","Function","Global","User Defined"
"Ch_SetOverlapHit","0082b4a0","Function","Global","User Defined"
"Ch_SetPos","0082b4c0","Function","Global","User Defined"
"Ch_SetPos3","0082b500","Function","Global","User Defined"
"Ch_SetResHide","0082b560","Function","Global","User Defined"
"Ch_SetRot","0082b5a0","Function","Global","User Defined"
"Ch_SetScale","0082b5e0","Function","Global","User Defined"
"Ch_SetScaleAll","0082b610","Function","Global","User Defined"
